,cluster_id,curvature,x,y,z,average_potential
0,1,16.81,14.00091535433071,41.46412992125984,159.36022047244094,-7.5069828740157485
1,2,14.05,9.667787951807231,35.31925542168675,163.73258554216872,-7.914611084337349
2,3,15.77,15.115464454976305,35.1719952606635,159.0652843601896,-8.03342654028436
3,4,18.61,0.6770487012987014,17.002863636363635,155.47094155844158,-4.984144480519481
4,5,20.14,1.64815,9.142149999999999,152.37759615384616,-6.123359230769232
5,6,21.0,6.535778761061946,12.532625368731562,154.25892920353982,-7.066257817109145
6,7,21.33,10.9503682983683,22.04397668997669,159.02132167832167,-10.545366666666666
7,8,10.88,9.155347286821707,17.877852713178296,154.7049968992248,-8.01038558139535
8,9,19.15,12.391083333333334,27.745518018018018,160.32982657657658,-11.590912612612613
9,10,14.06,6.459142259414224,28.983288702928867,157.22559414225935,-7.173695815899582
10,11,22.26,10.7503825,30.1648025,152.5696275,-9.0845055
